Section,Programme,English title,Episodes,Latest episode,Plays outside Portugal,Description (PT),Description (EN),Link
Foreign-language fiction,Dezoito,Eighteen,6,20 jul. 2026,no,"Meses depois, Moha e Cèlia continuam com as suas vidas, agora separados pela distância.","Months later, Moha and Cèlia carry on with their lives, now separated by distance.",https://www.rtp.pt/play/p16907/e942986/dezoito
Foreign-language fiction,O Homem Que Matou Dom Quixote,The Man Who Killed Don Quixote,1,19 jul. 2026,no,"Toby, um cínico director de publicidade, encontra-se preso aos delírios de um velho sapateiro espanhol que acredita ser Dom Quixote. No decurso das ","Toby, a cynical advertising director, finds himself trapped in the delusions of an old Spanish shoemaker who believes he is Don Quixote. In the course of the…",https://www.rtp.pt/play/p15993/e943599/o-homem-que-matou-dom-quixote
Foreign-language fiction,HIT,HIT,10,16 jul. 2026,no,"Lena, Andrés, Darío, Erika, Gus, Jaco, Marga, Nourdin e Silvia vivem um encontro final emocionante. É a última aula, a última vez que estarão co","Lena, Andrés, Darío, Erika, Gus, Jaco, Marga, Nourdin and Silvia experience an emotional final gathering. It is the last class, the last time they will be to…",https://www.rtp.pt/play/p16905/e942499/hit
Foreign-language fiction,Népia,Népia,8,13 jul. 2026,no,Pete abandona o objetivo de ficar sóbrio e acaba por consumir drogas com um antigo amigo.,Pete gives up on his goal of staying sober and ends up taking drugs with an old friend.,https://www.rtp.pt/play/p16926/e942059/nepia
Foreign-language fiction,Um Chá no Deserto,The Sheltering Sky,1,28 jun. 2026,no,"1947. Port Moresby (John Malkovich) e a sua mulher Kit (Debra Winger) chegam de barco a vapor ao Norte de Africa. Casados há dez anos, procuram harmo","1947. Port Moresby (John Malkovich) and his wife Kit (Debra Winger) arrive by steamboat in North Africa. Married for ten years, they are seeking harmo…",https://www.rtp.pt/play/p15480/e939174/um-cha-no-deserto
Foreign-language fiction,A Conspiração do Cairo,Cairo Conspiracy,1,26 jun. 2026,no,"Adam, filho de um pescador, recebe o privilégio de estudar na Universidade Al-Azhar, no Cairo, o epicentro do poder do Islão sunita. No primeiro dia","Adam, the son of a fisherman, is given the privilege of studying at Al-Azhar University in Cairo, the epicentre of Sunni Islamic power. On the first day…",https://www.rtp.pt/play/p14754/e938876/a-conspiracao-do-cairo
Foreign-language fiction,Viciados,Addicts,6,22 jun. 2026,no,"Cinco estudantes com dependência química experimentam novas formas de consumir cocaína, metanfetamina e MDMA, das quais não conseguem recuperar-se","Five students with chemical dependency try new ways of taking cocaine, methamphetamine and MDMA, from which they cannot recover…",https://www.rtp.pt/play/p16711/e928488/viciados
Foreign-language fiction,Não Se Passa Nada,Nothing's Going On,6,28 mai. 2026,no,"Zofie e Andrea começam a criar conteúdo pago para plataformas de entretenimento para adultos. Embora sigam percursos semelhantes, as motivações de","Zofie and Andrea start creating paid content for adult entertainment platforms. Although they follow similar paths, their motivations…",https://www.rtp.pt/play/p16712/e928417/nao-se-passa-nada
Foreign-language fiction,Pequenos Reis,Little Kings,6,20 mai. 2026,no,"O Fim - Graças a Bee, Adaboy e Julep agora sabem quem é o corajoso, mas não conseguem apanhá-lo! Apesar de todos os seus esforços, o agressor par","The End - Thanks to Bee, Adaboy and Julep now know who the brave one is, but they can't catch him! Despite all their efforts, the attacker…",https://www.rtp.pt/play/p16625/e924150/pequenos-reis
Foreign-language fiction,Plano de Fuga,Escape Plan,8,07 mai. 2026,no,"Como previsto, Alice corta a eletricidade a partir da cela de castigo, mas é condenada a permanecer fechada enquanto os outros fogem. No entanto, Hac","As planned, Alice cuts off the electricity from the punishment cell, but she is condemned to stay locked up while the others escape. However, Hac…",https://www.rtp.pt/play/p16624/e926245/zonz
Foreign-language fiction,Tu e Eu,You and Me,3,20 abr. 2026,no,Uma comédia romântica dramática sobre encontrar o amor quando menos se espera. Três pessoas passam por tragédias que acreditam ser insuperáveis.,A romantic comedy-drama about finding love when you least expect it. Three people go through tragedies they believe to be insurmountable.,https://www.rtp.pt/play/p16477/e915181/tu-e-eu
Foreign-language fiction,Em Fuga,On the Run,6,13 abr. 2026,no,"Algumas Coisas Duram Muito Tempo - Após cinco anos foragido, a sorte de Brenden está a esgotar-se. Finalmente conseguirá fugir do país com Jackie,","Some Things Last a Long Time - After five years on the run, Brenden's luck is running out. Will he finally manage to flee the country with Jackie,…",https://www.rtp.pt/play/p16573/e920452/run
Foreign-language fiction,Depois da Festa,After the Party,6,06 abr. 2026,no,"Penny tenta pedir desculpa a Grace e a Phil, mas descobre que eles vão mudar-se para a Escócia. Ollie desaparece. Penny pede a Tom que procure Ollie","Penny tries to apologise to Grace and Phil, but finds out they are moving to Scotland. Ollie disappears. Penny asks Tom to look for Ollie…",https://www.rtp.pt/play/p16570/e919545/depois-da-festa
Foreign-language fiction,À Escuta,The Hack,7,02 abr. 2026,no,"Nick, Dave e os seus aliados enfrentam novas e preocupantes ameaças à medida que o escândalo de escutas telefónicas explode e Rupert Murdoch compa","Nick, Dave and their allies face new and worrying threats as the phone-hacking scandal explodes and Rupert Murdoch…",https://www.rtp.pt/play/p16482/e917394/a-escuta
Foreign-language fiction,Histórias Eróticas,Erotic Stories,8,27 mar. 2026,no,"Máscara Para Cima - Uma jovem lésbica não-binária que se orgulha da sua proeza sexual, confronta as suas inseguranças internalizada quando tem re",Mask Up - A young non-binary lesbian who prides herself on her sexual prowess confronts her internalised insecurities when she has…,https://www.rtp.pt/play/p16480/e917460/historias-eroticas
Foreign-language fiction,As Golpistas,The Scammers,6,19 mar. 2026,no,"É o dia do assalto. Sam e Bert têm de manter a calma para que o plano seja bem-sucedido, com a tensão no ar, ressentimentos profundos e planos de v","It's the day of the heist. Sam and Bert must keep calm for the plan to succeed, with tension in the air, deep resentments and plans for re…",https://www.rtp.pt/play/p16479/e915364/as-golpistas
Foreign-language fiction,Lindos de Morrer,Drop Dead Gorgeous,6,17 mar. 2026,no,"Will, Elliot e Jess sobreviverão o tempo suficiente para descobrir quem foi o culpado?","Will Will, Elliot and Jess survive long enough to find out who was to blame?",https://www.rtp.pt/play/p16476/e915215/lindos-de-morrer
Foreign-language fiction,O Casal da Porta ao Lado - Atração Fatal,The Couple Next Door - Fatal Attraction,6,02 fev. 2026,no,O casamento de Charlotte e Jacob desmorona. Alan toma medidas drásticas na tentativa de salvar Mia. Gemma e Leo correm contra o tempo para descobrir ,Charlotte and Jacob's marriage falls apart. Alan takes drastic measures in an attempt to save Mia. Gemma and Leo race against time to find out…,https://www.rtp.pt/play/p16270/e905283/the-couple-next-door-deadly-attraction
Foreign-language fiction,O Casal da Porta ao Lado,The Couple Next Door,6,22 jan. 2026,no,Segredos são revelados durante um confronto violento em Yorkshire Dales. Será que algum relacionamento sobreviverá?,Secrets are revealed during a violent confrontation in the Yorkshire Dales. Will any relationship survive?,https://www.rtp.pt/play/p16269/e902785/o-casal-da-porta-ao-lado
Foreign-language fiction,Somos As Lady Parts,We Are Lady Parts,6,29 dez. 2025,no,O projeto Lady Parts torna-se frustrante quando a editora começa a interferir no seu álbum de estreia. A banda chega a um ponto de ruptura e decide ,The Lady Parts project becomes frustrating when the record label starts interfering with their debut album. The band reaches breaking point and decides…,https://www.rtp.pt/play/p15980/e896613/somos-as-lady-parts
Foreign-language fiction,O Corno do Centeio,The Rye Horn,1,29 dez. 2025,yes,"Ilha de Arousa, 1971. María é uma mulher galega que vive da pesca de marisco, mas também é conhecida na comunidade pelo seu trabalho de parteira, ","Arousa Island, 1971. María is a Galician woman who makes a living from shellfish gathering, but she is also known in the community for her work as a midwife,…",https://www.rtp.pt/play/p16035/e898876/o-corno-do-centeio
Foreign-language fiction,Tudo O Que Sei Sobre O Amor,Everything I Know About Love,7,20 dez. 2025,no,"Quando uma viagem de trabalho a Nova Iorque se transforma numa viagem de férias sozinha, Maggie vê-se inesperadamente envolvida num romance turbulen","When a work trip to New York turns into a solo holiday, Maggie unexpectedly finds herself caught up in a turbulent romance…",https://www.rtp.pt/play/p15981/e896674/tudo-o-que-sei-sobre-amor
Foreign-language fiction,Logout,Logout,6,05 dez. 2025,no,"Giulia e Achille descobrem o esconderijo do homem que os persegue desde o início: Jezebel, um criminoso que os manipula do seu bunker. Após um confr","Giulia and Achille discover the hideout of the man who has been pursuing them from the start: Jezebel, a criminal who manipulates them from his bunker. After a confr…",https://www.rtp.pt/play/p15870/e890234/logout
Foreign-language fiction,Artigo 66-5,Article 66-5,8,16 out. 2025,no,"Roxane quer denunciar os Boutalebs, mas sabe que isso pode acabar com a sua carreira em Bobigny. Bilal oferece-lhe uma alternativa: derrotar os Boutal","Roxane wants to report the Boutalebs, but she knows this could end her career in Bobigny. Bilal offers her an alternative: defeat the Boutal…",https://www.rtp.pt/play/p15416/e870789/conviction
Foreign-language fiction,Dois Anos e Um Dia,Two Years and a Day,6,12 set. 2025,no,O dia da estreia da peça chegou. O Ministro está presente e aconselha Carlos a pedir perdão no final do espectáculo. Carlos descobre que Sílvia e,The opening night of the play has arrived. The Minister is present and advises Carlos to ask for forgiveness at the end of the show. Carlos discovers that Sílvia and…,https://www.rtp.pt/play/p15502/e874233/dos-anos-y-un-dia
Comedy & entertainment,O Preço Certo,The Price Is Right,12+,10 set. 2026,yes,"No ""Preço Certo"", as emoções são garantidas!","On ""O Preço Certo"", emotions are guaranteed!",https://www.rtp.pt/play/p15334/e952799/o-preco-certo
Comedy & entertainment,Janela Indiscreta,Rear Window,12+,09 set. 2026,no,O seu programa de cinema com Mário Augusto!,"Your cinema programme, with Mário Augusto!",https://www.rtp.pt/play/p16125/e952845/janela-indiscreta
Comedy & entertainment,Em Casa d´ Amália,At Amália's House,12+,05 set. 2026,yes,"Programa inspirado nas célebres noites em que Amália Rodrigues recebia em sua casa, poetas, cantores, pintores, músicos, atores para tertúlias infindáveis…","A programme inspired by the famous evenings when Amália Rodrigues welcomed poets, singers, painters, musicians and actors into her home for endless get-togethers…",https://www.rtp.pt/play/p16913/e951961/em-casa-d-amalia
Comedy & entertainment,The Floor,The Floor,3,05 set. 2026,no,"O maior jogo de tabuleiro do mundo regressa ainda mais vibrante, com novos duelos de conhecimento, muita competição e diversão…","The biggest board game in the world returns, more vibrant than ever, with new knowledge duels, plenty of competition and lots of fun…",https://www.rtp.pt/play/p17048/e951955/the-floor
Comedy & entertainment,Guarda-Roupa,Wardrobe,12+,23 ago. 2026,yes,"Um magazine onde a moda vive, inspira e se transforma, com apresentação de Sílvia Alberto…","A magazine programme where fashion lives, inspires and transforms itself, presented by Sílvia Alberto…",https://www.rtp.pt/play/p16636/e949615/guarda-roupa
Comedy & entertainment,Missão: 100% Português,Mission: 100% Portuguese,1,15 ago. 2026,no,João Paulo Rodrigues e Catarina Maia vão descobrir o que Portugal tem de melhor…,João Paulo Rodrigues and Catarina Maia set out to discover the best that Portugal has to offer…,https://www.rtp.pt/play/p15726/e948463/missao-100-portugues
Comedy & entertainment,Porta Pró Milhão,Door to the Million,1,28 jul. 2026,yes,Especial do Porta dos Fundos que promete trazer humor sem filtros e uma sátira sobre tudo o que une e separa Portugal e o Brasil…,A Porta dos Fundos special promising unfiltered humour and a satire of everything that unites and divides Portugal and Brazil…,https://www.rtp.pt/play/p16775/e945543/porta-pro-milhao
Comedy & entertainment,Agarra-me Se Puderes,Catch Me If You Can,12+,22 jul. 2026,yes,O novo concurso da RTP com apresentação de José Pedro Vasconcelos…,"RTP's new game show, presented by José Pedro Vasconcelos…",https://www.rtp.pt/play/p16549/e944142/agarra-me-se-puderes
Comedy & entertainment,Herói Nacional,National Hero,10,13 jul. 2026,yes,Fernando Alvim percorre o país de lés-a-lés para conhecer heróis e heroínas do nosso país…,Fernando Alvim travels the length and breadth of the country to meet our nation's heroes and heroines…,https://www.rtp.pt/play/p16661/e942232/heroi-nacional
Comedy & entertainment,IPMA - International Portuguese Music Awards 2026,IPMA - International Portuguese Music Awards 2026,1,30 jun. 2026,yes,IPMA - International Portuguese Music Awards 2026 - espetáculo que celebra artistas portugueses de todo o mundo.,IPMA - International Portuguese Music Awards 2026 - a show celebrating Portuguese artists from all over the world.,https://www.rtp.pt/play/p16886/e939811/ipma-international-portuguese-music-awards-2026
Comedy & entertainment,Tradição Z,Tradition Z,6,02 jun. 2026,yes,Lara Lopes percorre o país à procura de jovens que mantêm vivas ou reinventam as nossas tradições…,Lara Lopes travels the country in search of young people who are keeping our traditions alive or reinventing them…,https://www.rtp.pt/play/p16606/e933654/tradicao-z
Comedy & entertainment,Taskmaster - Melhores Momentos,Taskmaster - Best Moments,1,30 mai. 2026,no,Recorde os melhores momentos da 7ª temporada do Taskmaster…,Look back at the best moments of the 7th season of Taskmaster…,https://www.rtp.pt/play/p16745/e932861/taskmaster-melhores-momentos
Comedy & entertainment,Taskmaster,Taskmaster,10,23 mai. 2026,no,Taskmaster está de volta com muita loucura e diversão!,Taskmaster is back with plenty of madness and fun!,https://www.rtp.pt/play/p16438/e931016/taskmaster
Comedy & entertainment,Joker,Joker,12+,15 mai. 2026,yes,"Um único concorrente, sem adversários, usa todos os trunfos para ganhar o prémio máximo de 50.000 euros…","A single contestant, with no opponents, uses every card up their sleeve to win the top prize of 50,000 euros…",https://www.rtp.pt/play/p15601/e929232/joker
Comedy & entertainment,Play - Prémios da Música Portuguesa - Melhores Momentos,Play - Portuguese Music Awards - Best Moments,1,02 mai. 2026,yes,Título Original: Play - Prémios da Música Portuguesa - Melhores Momentos 2025…,Original title: Play - Prémios da Música Portuguesa - Melhores Momentos 2025…,https://www.rtp.pt/play/p16635/e926621/play-premios-da-musica-portuguesa-melhores-momentos
Comedy & entertainment,Um Mundo na Aldeia,A World in the Village,6,26 abr. 2026,yes,Hélder Reis e Vanessa Oliveira levam-nos a descobrir 12 aldeias bem portuguesas…,Hélder Reis and Vanessa Oliveira take us to discover 12 thoroughly Portuguese villages…,https://www.rtp.pt/play/p16439/e924905/um-mundo-na-aldeia
Comedy & entertainment,Alguém Tem de o Fazer,Somebody Has to Do It,8,11 mar. 2026,yes,"José Pedro Vasconcelos embarca numa viagem ao universo das profissões, das mais banais às mais insólitas…","José Pedro Vasconcelos sets off on a journey into the world of work, from the most ordinary jobs to the most extraordinary…",https://www.rtp.pt/play/p16275/e914467/alguem-tem-de-o-fazer
Comedy & entertainment,Rebobinar Portugal,Rewind Portugal,8,03 fev. 2026,yes,"Entre memórias, grandes surpresas e gargalhadas, Vanessa Oliveira e José Carlos Malato levam-nos num mergulho pelo arquivo da RTP…","Between memories, big surprises and plenty of laughter, Vanessa Oliveira and José Carlos Malato take us on a dive into the RTP archives…",https://www.rtp.pt/play/p15902/e906723/rebobinar-portugal
Comedy & entertainment,Taskmaster - Especial de Fim de Ano,Taskmaster - New Year's Eve Special,1,31 dez. 2025,no,O Taskmaster recebe 2026 em festa com um programa inédito!,Taskmaster welcomes in 2026 in style with a brand-new episode!,https://www.rtp.pt/play/p16036/e899617/taskmaster-especial-de-fim-de-ano
Comedy & entertainment,Em Casa d´ Amália - Brejão,At Amália's House - Brejão,3,06 set. 2025,yes,"Especial Em Casa d´ Amália ao vivo a partir da casa de férias de Amália Rodrigues, no Brejão.","An Em Casa d'Amália special, live from Amália Rodrigues' holiday home in Brejão.",https://www.rtp.pt/play/p14673/e873907/em-casa-d-amalia-brejao
Comedy & entertainment,Portugueses Pelo Mundo - Especial Beirais,Portuguese Around the World - Beirais Special,1,01 mar. 2025,yes,"Neste episódio especial cruzamos a fronteira entre a realidade e a ficção através dos universos de dois programas de grande sucesso da RTP: ""Portugueses pelo Mundo"" e ""Bem-vindos a Beirais""!","In this special episode we cross the border between reality and fiction through the worlds of two hugely successful RTP programmes: ""Portugueses pelo Mundo"" and ""Bem-vindos a Beirais""!",https://www.rtp.pt/play/p1399/e826815/portugueses-pelo-mundo-especial-beirais
Comedy & entertainment,Mesa Portuguesa... com Estrelas Com Certeza! - Especial 1974,"Portuguese Table... with Stars, Of Course! - 1974 Special",2,04 mai. 2024,no,Conheça os Chefes dos restaurantes distinguidos com Estrelas Michelin depois do 25 de Abril de 1974…,Meet the chefs of the restaurants awarded Michelin stars since 25 April 1974…,https://www.rtp.pt/play/p13306/e766637/mesa-portuguesa-com-estrelas-com-certeza
Comedy & entertainment,Curral de Moinas - Os Banqueiros do Povo,Curral de Moinas - The People's Bankers,10,01 set. 2023,yes,O regresso hilariante a Curral de Moinas com Quim Roscas e Zé Estacionâncio…,The hilarious return to Curral de Moinas with Quim Roscas and Zé Estacionâncio…,https://www.rtp.pt/play/p12144/e712776/curral-de-moinas-os-banqueiros-do-povo
Comedy & entertainment,"Depois, Vai-se a Ver e Nada",Then You Look and It's Nothing,12+,26 jun. 2023,yes,"Da Póvoa de Varzim a Portimão, e acompanhado por convidados muito especiais, Zé Pedro Vasconcelos faz a festa, atira os foguetes e farta-se de correr para apanhar todas as canas…","From Póvoa de Varzim to Portimão, and joined by some very special guests, Zé Pedro Vasconcelos throws the party, sets off the fireworks and runs himself ragged to catch every last prize…",https://www.rtp.pt/play/p10389/e701024/depois-vai-se-a-ver-e-nada
Comedy & entertainment,Nelo & Idália,Nelo & Idália,12+,22 jun. 2022,yes,"Nelo e Idália prometem humor alternativo na RTP, numa série explosiva e mordaz…","Nelo and Idália promise alternative comedy on RTP, in an explosive and biting series…",https://www.rtp.pt/play/p2069/e747719/nelo-e-idalia
Comedy & entertainment,Unidos ao Clube,United by the Club,12+,30 jan. 2022,yes,"Magazine que mostra os heróis que constroem, no campo de jogos ou na praceta, um sentimento de comunidade…","A magazine programme showcasing the heroes who build a sense of community, whether on the playing field or in the local square…",https://www.rtp.pt/play/p9468/e595642/unidos-ao-clube
Comedy & entertainment,#SÓQNÃO,#NOT,10,29 nov. 2021,yes,"Dez novos protagonistas, que contam, sem interrupções, as suas vivências enquanto parte de grupos sujeitos a preconceitos da sociedade em geral…","Ten new protagonists who talk, without interruption, about their lives as members of groups that face prejudice from society at large…",https://www.rtp.pt/play/p9531/e581328/soqnao
Comedy & entertainment,Pôr do Sol,Sunset,12+,03 set. 2021,yes,"Amor, paixão, mistério, traição fazem os dias da herdade do Pôr do Sol…","Love, passion, mystery and betrayal fill the days at the Pôr do Sol estate…",https://www.rtp.pt/play/p9165/e565528/por-do-sol
Comedy & entertainment,Patrulha da Noite - Especial,Night Patrol - Special,1,14 jan. 2021,yes,O programa mais divertido da televisão portuguesa com emissão especial dedicada ao fim de ano…,"The funniest programme on Portuguese television, in a special edition dedicated to New Year's Eve…",https://www.rtp.pt/play/p8194/e517896/patrulha-da-noite-especial-ano-novo
Comedy & entertainment,Desliga a Televisão,Turn Off the TV,4,04 out. 2020,yes,"Melhores momentos da série de humor que inclui vários sketches cómicos, que passam de uns para os outros à medida que o telespectador faz zapping,","Best moments of the comedy series featuring various comic sketches, which jump from one to the next as the viewer channel-hops,…",https://www.rtp.pt/play/p7402/e497083/desliga-a-televisao-compactos
Comedy & entertainment,Eduardo Madeira Convida,Eduardo Madeira Invites,1,13 set. 2020,yes,"Um espetáculo de humor, música e muita diversão…","A show full of comedy, music and plenty of fun…",https://www.rtp.pt/play/p7647/e492753/eduardo-madeira-convida
Comedy & entertainment,Excursões Air Lino,Air Lino Excursions,12+,17 nov. 2018,yes,"Excursões AirLino, enganam até no destino!",Excursões AirLino - they even lie to you about the destination!,https://www.rtp.pt/play/p4287/e812470/excursoes-air-lino
Comedy & entertainment,1986,1986,12+,13 mar. 2018,yes,"A eleição de um Presidente. A busca pelo amor. Na escola e fora dela. A vida é difícil, mas em 1986 ainda era mais!","The election of a President. The search for love. At school and outside it. Life is hard, but in 1986 it was even harder!",https://www.rtp.pt/play/p4460/e808293/1986
Comedy & entertainment,Animais Anónimos,Anonymous Animals,12+,14 mai. 2017,no,Animais Anónimos é uma celebração de todas as razões que nos fazem amar os animais…,Animais Anónimos is a celebration of all the reasons why we love animals…,https://www.rtp.pt/play/p2882/e288437/animais-anonimos
International documentaries,Inesquecíveis Viagens de Comboio,Unforgettable Train Journeys,3,10 set. 2026,no,"Brasil - Neste episódio, Philippe segue rumo ao Brasil. A sua viagem começa no Rio de Janeiro, onde viaja num comboio suburbano muito original, no q","Brazil - In this episode, Philippe heads to Brazil. His journey begins in Rio de Janeiro, where he rides a very unusual suburban train, in which…",https://www.rtp.pt/play/p15462/e952785/inesqueciveis-viagens-de-comboio
International documentaries,Segredos das Casas e Jardins Históricos da Grã-Bretanha,Secrets of Great British Houses and Gardens,6,08 set. 2026,no,Um misterioso retrato de um criado revela os seus segredos e dois raros tesouros escondidos são trazidos de volta à luz do dia.,A mysterious portrait of a servant reveals its secrets and two rare hidden treasures are brought back into the light of day.,https://www.rtp.pt/play/p15137/e952338/segredos-das-casas-e-jardins-historicos-da-gra-bretanha
International documentaries,Uma Vida em Dez Imagens,A Life in Ten Pictures,6,07 set. 2026,no,"Nelson Mandela - A imagem de Nelson Mandela é famosa em todo o mundo. No entanto, apenas um punhado de fotografias icónicas e instantâneos privados","Nelson Mandela - The image of Nelson Mandela is famous all over the world. However, only a handful of iconic photographs and private snapshots…",https://www.rtp.pt/play/p16964/e952137/uma-vida-em-dez-imagens
International documentaries,Cidades de Ouro: O Grande Mal-Entendido,Cities of Gold: The Great Misunderstanding,1,06 set. 2026,no,"Quinhentos anos após a descoberta da América, arqueólogos franceses, colombianos e ingleses uniram esforços para investigar a história sombria da","Five hundred years after the discovery of America, French, Colombian and English archaeologists joined forces to investigate the dark history of the…",https://www.rtp.pt/play/p16560/e950095/les-cites-de-or-le-grand-malentendu
International documentaries,Dante: Do Inferno ao Paraíso,Dante: From Hell to Paradise,3,01 set. 2026,no,"Entrelaçando cenas inspiradoras retiradas do Purgatório e do Paraíso, o último episódio explora a vida após a morte e o destino literário e cul","Weaving together inspiring scenes taken from Purgatory and Paradise, the final episode explores the afterlife and the literary and cul…",https://www.rtp.pt/play/p16348/e951080/dante-inferno-to-paradise
International documentaries,Neandertal: Quem Matou o Nosso Antepassado?,Neanderthal: Who Killed Our Ancestor?,1,01 set. 2026,no,"Mais de um século e meio após a descoberta do primeiro fóssil no Vale do Neander, o desaparecimento dos neandertais - os 'outros humanos' - continu","More than a century and a half after the discovery of the first fossil in the Neander Valley, the disappearance of the Neanderthals - the 'other humans' - remain…",https://www.rtp.pt/play/p16420/e951090/neandertal-quem-matou-o-nosso-antepassado
International documentaries,Fronteiras da História,Frontiers of History,3,30 ago. 2026,no,"NATO Contra Milosevic - O Barril de Pólvora dos Balcãs - Em março de 1999, um acordo internacional, liderado pelos Estados Unidos, lançou uma oper","NATO Against Milosevic - The Balkan Powder Keg - In March 1999, an international agreement, led by the United States, launched an oper…",https://www.rtp.pt/play/p15809/e950812/fronteiras-da-historia
International documentaries,A Viagem de Ulisses no Mediterrâneo,The Voyage of Ulysses in the Mediterranean,1,22 ago. 2026,no,A Odisseia de Homero está entre as obras literárias mais antigas e estudadas da civilização. As suas páginas narram a história épica da viagem ,Homer's Odyssey is among the oldest and most studied literary works of civilisation. Its pages tell the epic story of the journey…,https://www.rtp.pt/play/p16399/e949492/a-viagem-de-ulisses-no-mediterraneo
International documentaries,Quem Manda no Mundo?,Who Rules the World?,4,19 ago. 2026,no,Os conflitos pela terra caracterizam a vida das pessoas em todo o mundo. Há pequenos agricultores a perder os seus meios de subsistência. A propried,Conflicts over land shape people's lives all over the world. There are small farmers losing their livelihoods. Land owners…,https://www.rtp.pt/play/p15815/e948998/quem-manda-no-mundo
International documentaries,A Verdade Nua e Crua,The Naked Truth,6,19 ago. 2026,no,"Sexo - Ousado, revelador e baseado na ciência, não em mitos nem em estratégias de marketing. Desde a química do cérebro até ao comportamento no ","Sex - Bold, revealing and based on science, not on myths or marketing strategies. From brain chemistry to behaviour in…",https://www.rtp.pt/play/p16937/e949001/a-verdade-nua-e-crua
International documentaries,A Origem das Motas,The Origin of Motorbikes,4,09 ago. 2026,yes,BMW - Imagem Still,BMW - Still Image,https://www.rtp.pt/play/p16643/e947675/a-origem-das-motas
International documentaries,Os Rosenberg: Espiões Atómicos,The Rosenbergs: Atomic Spies,1,06 ago. 2026,no,"1950. Com os EUA em pleno macarthismo, Julius e Ethel Rosenberg, um casal aparentemente comum, tornam-se alvo do ódio anticomunista. Com base no test","1950. With the USA in the grip of McCarthyism, Julius and Ethel Rosenberg, a seemingly ordinary couple, become the target of anti-communist hatred. Based on the testi…",https://www.rtp.pt/play/p16557/e947046/os-rosenberg-espioes-atomicos
International documentaries,Os Últimos Segredos da Humanidade,Humanity's Last Secrets,2,29 jul. 2026,no,"Uma viagem épica que abrange mais de um milhão de anos da pré-história asiática, através de paisagens deslumbrantes, desde as fronteiras da Mong","An epic journey spanning more than a million years of Asian prehistory, through stunning landscapes, from the borders of Mong…",https://www.rtp.pt/play/p16554/e945466/les-derniers-secrets-de-la-humanite
International documentaries,De Istambul ao Cairo: Mil e Uma Maneiras de Ser Moderno,From Istanbul to Cairo: A Thousand and One Ways to Be Modern,1,29 jul. 2026,no,"Istambul, Beirute, Bagdade, Cairo. A partir do final do século XIX, os artistas do antigo Império Otomano lançaram-se à conquista do poder da imag","Istanbul, Beirut, Baghdad, Cairo. From the late 19th century onwards, artists of the former Ottoman Empire set out to conquer the power of the imag…",https://www.rtp.pt/play/p16617/e945483/de-istambul-ao-cairo-mil-e-uma-maneiras-de-ser-moderno
International documentaries,Renascimento: Sangue e Beleza,Renaissance: Blood and Beauty,3,28 jul. 2026,no,"Redenção - A rivalidade entre Michelangelo e Rafael atinge novos patamares em Roma, enquanto um violento cisma religioso envolve a Europa e faz com ","Redemption - The rivalry between Michelangelo and Raphael reaches new heights in Rome, while a violent religious schism engulfs Europe and causes…",https://www.rtp.pt/play/p16146/e945250/renascimento-sangue-e-beleza
International documentaries,O Grande Nevoeiro,The Great Smog,1,23 jul. 2026,no,"Londres, dezembro de 1952: Uma camada de nevoeiro densa e acre cobre a cidade, infiltra-se nas casas e nos locais de trabalho deixando um rasto de mor","London, December 1952: A dense, acrid layer of fog covers the city, seeping into homes and workplaces and leaving a trail of dea…",https://www.rtp.pt/play/p16966/e944367/o-grande-nevoeiro
International documentaries,As Últimas Pegadas do Neandertal,The Last Footprints of the Neanderthal,1,09 jul. 2026,no,Neste documentário são reveladas descobertas recentes que mudam a nossa compreensão dos Neandertais e da humanidade. Esta é a história dos nossos,This documentary reveals recent discoveries that change our understanding of the Neanderthals and of humanity. This is the story of our…,https://www.rtp.pt/play/p16918/e941437/las-ultimas-huellas-del-neandertal
International documentaries,Castelos do Ar,Castles from the Air,4,07 jul. 2026,no,"Roménia - A Roménia possui terras férteis, paisagens selvagens, montanhas escarpadas e castelos. Não é por acaso que um dos seus pontos turístic","Romania - Romania has fertile lands, wild landscapes, rugged mountains and castles. It is no coincidence that one of its tourist hotspots…",https://www.rtp.pt/play/p16838/e940985/castelos-do-ar
International documentaries,1874 - O Despertar do Impressionismo,1874 - The Dawn of Impressionism,1,28 jun. 2026,no,"15 de Abril de 1874, Paris, um grupo de jovens pintores, rejeitados pelo Salão oficial e ridicularizados pelos mestres clássicos, organizam a sua pr","15 April 1874, Paris: a group of young painters, rejected by the official Salon and ridiculed by the classical masters, organise their fir…",https://www.rtp.pt/play/p14135/e939153/1874-la-naissance-de-limpressionnisme
International documentaries,A Ilha dos Museus de Berlim: A História de uma Nação,Berlin's Museum Island: The Story of a Nation,2,28 jun. 2026,no,"A Ilha dos Museus de Berlim é um dos cinco maiores complexos museológicos do mundo. Classificada como Património Mundial da UNESCO, recebe mais de ","Berlin's Museum Island is one of the five largest museum complexes in the world. A UNESCO World Heritage Site, it welcomes more than…",https://www.rtp.pt/play/p16449/e915028/a-ilha-dos-museus-de-berlim-a-historia-de-uma-nacao
